subgraph,query_time_class,count
<http://www.wikidata.org/entity/Q67035425>,2_10ms_to_100ms,100
<http://www.wikidata.org/entity/Q1260524>,5_more_10s,9
<http://www.wikidata.org/entity/Q1497375>,3_100ms_to_1s,7993
<http://www.wikidata.org/entity/Q1260524>,3_100ms_to_1s,632
<http://www.wikidata.org/entity/Q3052382>,3_100ms_to_1s,420
<http://www.wikidata.org/entity/Q51591359>,3_100ms_to_1s,56
<http://www.wikidata.org/entity/Q9826>,5_more_10s,158
<http://www.wikidata.org/entity/Q928830>,1_less_10ms,1550
<http://www.wikidata.org/entity/Q106474968>,4_1s_to_10s,16
<http://www.wikidata.org/entity/Q124714>,4_1s_to_10s,5149
<http://www.wikidata.org/entity/Q3331189>,3_100ms_to_1s,90937
<http://www.wikidata.org/entity/Q11173>,4_1s_to_10s,23199
<http://www.wikidata.org/entity/Q842402>,1_less_10ms,116
<http://www.wikidata.org/entity/Q14204246>,3_100ms_to_1s,605611
<http://www.wikidata.org/entity/Q1260524>,1_less_10ms,60
<http://www.wikidata.org/entity/Q99045339>,3_100ms_to_1s,410
<http://www.wikidata.org/entity/Q2334719>,3_100ms_to_1s,4998
<http://www.wikidata.org/entity/Q13417114>,5_more_10s,338
<http://www.wikidata.org/entity/Q57733494>,1_less_10ms,45
<http://www.wikidata.org/entity/Q51591359>,5_more_10s,1
<http://www.wikidata.org/entity/Q55488>,3_100ms_to_1s,41458
<http://www.wikidata.org/entity/Q192287>,3_100ms_to_1s,14142
<http://www.wikidata.org/entity/Q1002697>,1_less_10ms,717
<http://www.wikidata.org/entity/Q14860489>,1_less_10ms,240
<http://www.wikidata.org/entity/Q5>,4_1s_to_10s,1662745
<http://www.wikidata.org/entity/Q29654788>,2_10ms_to_100ms,9126
<http://www.wikidata.org/entity/Q16466010>,2_10ms_to_100ms,2893
<http://www.wikidata.org/entity/Q2042028>,1_less_10ms,8
<http://www.wikidata.org/entity/Q310890>,1_less_10ms,291
<http://www.wikidata.org/entity/Q14659>,3_100ms_to_1s,4349
<http://www.wikidata.org/entity/Q29654788>,1_less_10ms,231
<http://www.wikidata.org/entity/Q3231690>,3_100ms_to_1s,27496
<http://www.wikidata.org/entity/Q50231>,2_10ms_to_100ms,1014
<http://www.wikidata.org/entity/Q3947>,2_10ms_to_100ms,78341
<http://www.wikidata.org/entity/Q3331189>,5_more_10s,1403
<http://www.wikidata.org/entity/Q41253>,5_more_10s,143
<http://www.wikidata.org/entity/Q178561>,3_100ms_to_1s,17709
<http://www.wikidata.org/entity/Q3950>,2_10ms_to_100ms,8063
<http://www.wikidata.org/entity/Q101352>,3_100ms_to_1s,577863
<http://www.wikidata.org/entity/Q3950>,4_1s_to_10s,7417
<http://www.wikidata.org/entity/Q452237>,4_1s_to_10s,394
<http://www.wikidata.org/entity/Q985488>,5_more_10s,6
<http://www.wikidata.org/entity/Q21573182>,5_more_10s,24
<http://www.wikidata.org/entity/Q24354>,3_100ms_to_1s,23093
<http://www.wikidata.org/entity/Q728937>,5_more_10s,48
<http://www.wikidata.org/entity/Q160091>,4_1s_to_10s,608
<http://www.wikidata.org/entity/Q12317349>,2_10ms_to_100ms,2460
<http://www.wikidata.org/entity/Q46190676>,4_1s_to_10s,465
<http://www.wikidata.org/entity/Q33506>,2_10ms_to_100ms,155090
<http://www.wikidata.org/entity/Q15773317>,2_10ms_to_100ms,113830
<http://www.wikidata.org/entity/Q1504425>,2_10ms_to_100ms,5218
<http://www.wikidata.org/entity/Q149566>,3_100ms_to_1s,4646
<http://www.wikidata.org/entity/Q14860489>,4_1s_to_10s,124
<http://www.wikidata.org/entity/Q15773317>,3_100ms_to_1s,42842
<http://www.wikidata.org/entity/Q575759>,5_more_10s,135
<http://www.wikidata.org/entity/Q54050>,3_100ms_to_1s,14952
<http://www.wikidata.org/entity/Q39614>,5_more_10s,878
<http://www.wikidata.org/entity/Q7187>,3_100ms_to_1s,139892
<http://www.wikidata.org/entity/Q732577>,3_100ms_to_1s,104385
<http://www.wikidata.org/entity/Q2514025>,4_1s_to_10s,9367
<http://www.wikidata.org/entity/Q842402>,3_100ms_to_1s,3573
<http://www.wikidata.org/entity/Q40231>,5_more_10s,9
<http://www.wikidata.org/entity/Q16887380>,2_10ms_to_100ms,13195
<http://www.wikidata.org/entity/Q12323>,2_10ms_to_100ms,30384
<http://www.wikidata.org/entity/Q93184>,3_100ms_to_1s,7603
<http://www.wikidata.org/entity/Q41253>,2_10ms_to_100ms,46347
<http://www.wikidata.org/entity/Q16970>,3_100ms_to_1s,82719
<http://www.wikidata.org/entity/Q10870555>,1_less_10ms,58
<http://www.wikidata.org/entity/Q133056>,5_more_10s,39
<http://www.wikidata.org/entity/Q149566>,5_more_10s,19
<http://www.wikidata.org/entity/Q2593777>,2_10ms_to_100ms,621
<http://www.wikidata.org/entity/Q11060274>,1_less_10ms,366
<http://www.wikidata.org/entity/Q1115575>,5_more_10s,55
<http://www.wikidata.org/entity/Q506240>,1_less_10ms,1382
<http://www.wikidata.org/entity/Q1539532>,3_100ms_to_1s,9269
<http://www.wikidata.org/entity/Q67015940>,2_10ms_to_100ms,22
<http://www.wikidata.org/entity/Q2309609>,5_more_10s,123
<http://www.wikidata.org/entity/Q26703203>,5_more_10s,7
<http://www.wikidata.org/entity/Q14659>,1_less_10ms,204
<http://www.wikidata.org/entity/Q5398426>,4_1s_to_10s,23199
<http://www.wikidata.org/entity/Q34770>,4_1s_to_10s,39378
<http://www.wikidata.org/entity/Q820477>,3_100ms_to_1s,7004
<http://www.wikidata.org/entity/Q5358913>,4_1s_to_10s,3301
<http://www.wikidata.org/entity/Q842402>,2_10ms_to_100ms,9635
<http://www.wikidata.org/entity/Q61089180>,5_more_10s,28
<http://www.wikidata.org/entity/Q66826848>,5_more_10s,1
<http://www.wikidata.org/entity/Q59542487>,1_less_10ms,211
<http://www.wikidata.org/entity/Q16970>,5_more_10s,882
<http://www.wikidata.org/entity/Q169930>,3_100ms_to_1s,14022
<http://www.wikidata.org/entity/Q985488>,3_100ms_to_1s,758
<http://www.wikidata.org/entity/Q59542487>,5_more_10s,14
<http://www.wikidata.org/entity/Q215380>,3_100ms_to_1s,102195
<http://www.wikidata.org/entity/Q13406463>,4_1s_to_10s,22088
<http://www.wikidata.org/entity/Q4167836>,1_less_10ms,34744
<http://www.wikidata.org/entity/Q187223>,4_1s_to_10s,5670
<http://www.wikidata.org/entity/Q476028>,1_less_10ms,3466
<http://www.wikidata.org/entity/Q4830453>,2_10ms_to_100ms,2109885
<http://www.wikidata.org/entity/Q133056>,2_10ms_to_100ms,14199
<http://www.wikidata.org/entity/Q2668072>,4_1s_to_10s,180637
<http://www.wikidata.org/entity/Q107102664>,5_more_10s,2
<http://www.wikidata.org/entity/Q3305213>,4_1s_to_10s,18559
<http://www.wikidata.org/entity/Q16510064>,4_1s_to_10s,496
<http://www.wikidata.org/entity/Q2116450>,3_100ms_to_1s,1769
<http://www.wikidata.org/entity/Q6451276>,3_100ms_to_1s,477
<http://www.wikidata.org/entity/Q476028>,4_1s_to_10s,10624
<http://www.wikidata.org/entity/Q482>,1_less_10ms,28
<http://www.wikidata.org/entity/Q125191>,1_less_10ms,1602
<http://www.wikidata.org/entity/Q215380>,2_10ms_to_100ms,347760
<http://www.wikidata.org/entity/Q107103143>,1_less_10ms,16
<http://www.wikidata.org/entity/Q179049>,1_less_10ms,187
<http://www.wikidata.org/entity/Q735428>,3_100ms_to_1s,6006
<http://www.wikidata.org/entity/Q34763>,2_10ms_to_100ms,31203
<http://www.wikidata.org/entity/Q1248784>,1_less_10ms,1774
<http://www.wikidata.org/entity/Q811979>,3_100ms_to_1s,185979
<http://www.wikidata.org/entity/Q29654788>,3_100ms_to_1s,15727
<http://www.wikidata.org/entity/Q12284>,1_less_10ms,209
<http://www.wikidata.org/entity/Q54050>,5_more_10s,90
<http://www.wikidata.org/entity/Q123705>,2_10ms_to_100ms,75658
<http://www.wikidata.org/entity/Q59542487>,2_10ms_to_100ms,8179
<http://www.wikidata.org/entity/Q149566>,1_less_10ms,284
<http://www.wikidata.org/entity/Q30198>,5_more_10s,15
<http://www.wikidata.org/entity/Q20541692>,3_100ms_to_1s,1891
<http://www.wikidata.org/entity/Q41298>,4_1s_to_10s,2611
<http://www.wikidata.org/entity/Q46831>,2_10ms_to_100ms,46460
<http://www.wikidata.org/entity/Q839954>,2_10ms_to_100ms,91704
<http://www.wikidata.org/entity/Q7321974>,1_less_10ms,8
<http://www.wikidata.org/entity/Q7604686>,1_less_10ms,1
<http://www.wikidata.org/entity/Q17018380>,4_1s_to_10s,3336
<http://www.wikidata.org/entity/Q4414033>,1_less_10ms,6
<http://www.wikidata.org/entity/Q26267864>,4_1s_to_10s,8
<http://www.wikidata.org/entity/Q23442>,1_less_10ms,2021
<http://www.wikidata.org/entity/Q965568>,5_more_10s,21
<http://www.wikidata.org/entity/Q4414033>,2_10ms_to_100ms,917
<http://www.wikidata.org/entity/Q732577>,2_10ms_to_100ms,397580
<http://www.wikidata.org/entity/Q27671617>,4_1s_to_10s,50
<http://www.wikidata.org/entity/Q1681353>,3_100ms_to_1s,827
<http://www.wikidata.org/entity/Q39594>,4_1s_to_10s,9534
<http://www.wikidata.org/entity/Q55659107>,4_1s_to_10s,197
<http://www.wikidata.org/entity/Q7397>,3_100ms_to_1s,45732
<http://www.wikidata.org/entity/Q11446>,3_100ms_to_1s,17130
<http://www.wikidata.org/entity/Q16917>,2_10ms_to_100ms,40572
<http://www.wikidata.org/entity/Q2341654>,5_more_10s,146
<http://www.wikidata.org/entity/Q11753321>,2_10ms_to_100ms,26881
<http://www.wikidata.org/entity/Q47461344>,2_10ms_to_100ms,603659
<http://www.wikidata.org/entity/Q174782>,2_10ms_to_100ms,66125
<http://www.wikidata.org/entity/Q8502>,4_1s_to_10s,14948
<http://www.wikidata.org/entity/Q39594>,5_more_10s,35
<http://www.wikidata.org/entity/Q17524420>,3_100ms_to_1s,22606
<http://www.wikidata.org/entity/Q121117>,3_100ms_to_1s,1653
<http://www.wikidata.org/entity/Q47521>,5_more_10s,42
<http://www.wikidata.org/entity/Q532>,3_100ms_to_1s,59188
<http://www.wikidata.org/entity/Q54050>,2_10ms_to_100ms,33239
<http://www.wikidata.org/entity/Q3947>,4_1s_to_10s,10126
<http://www.wikidata.org/entity/Q2467461>,5_more_10s,22
<http://www.wikidata.org/entity/Q18761202>,3_100ms_to_1s,3103
<http://www.wikidata.org/entity/Q484170>,4_1s_to_10s,23713
<http://www.wikidata.org/entity/Q86850539>,3_100ms_to_1s,244997
<http://www.wikidata.org/entity/Q473972>,4_1s_to_10s,21884
<http://www.wikidata.org/entity/Q3052382>,4_1s_to_10s,250
<http://www.wikidata.org/entity/Q18340514>,4_1s_to_10s,2079
<http://www.wikidata.org/entity/Q3918>,4_1s_to_10s,14374
<http://www.wikidata.org/entity/Q79007>,2_10ms_to_100ms,130541
<http://www.wikidata.org/entity/Q3464665>,4_1s_to_10s,982
<http://www.wikidata.org/entity/Q26703203>,4_1s_to_10s,1041
<http://www.wikidata.org/entity/Q178561>,5_more_10s,126
<http://www.wikidata.org/entity/Q1497375>,1_less_10ms,416
<http://www.wikidata.org/entity/Q814254>,3_100ms_to_1s,274
<http://www.wikidata.org/entity/Q852190>,5_more_10s,9
<http://www.wikidata.org/entity/Q23442>,2_10ms_to_100ms,103518
<http://www.wikidata.org/entity/Q571>,5_more_10s,343
<http://www.wikidata.org/entity/Q860861>,1_less_10ms,1058
<http://www.wikidata.org/entity/Q39816>,1_less_10ms,299
<http://www.wikidata.org/entity/Q49008>,1_less_10ms,104
<http://www.wikidata.org/entity/Q41298>,3_100ms_to_1s,35323
<http://www.wikidata.org/entity/Q124714>,3_100ms_to_1s,5905
<http://www.wikidata.org/entity/Q740445>,2_10ms_to_100ms,4565
<http://www.wikidata.org/entity/Q23894233>,2_10ms_to_100ms,6425
<http://www.wikidata.org/entity/Q294414>,5_more_10s,300
<http://www.wikidata.org/entity/Q2225692>,5_more_10s,36
<http://www.wikidata.org/entity/Q3257686>,2_10ms_to_100ms,63221
<http://www.wikidata.org/entity/Q42195>,3_100ms_to_1s,1212
<http://www.wikidata.org/entity/Q728937>,2_10ms_to_100ms,36839
<http://www.wikidata.org/entity/Q21199>,2_10ms_to_100ms,12723
<http://www.wikidata.org/entity/Q22969563>,4_1s_to_10s,551
<http://www.wikidata.org/entity/Q207326>,1_less_10ms,203
<http://www.wikidata.org/entity/Q57733494>,3_100ms_to_1s,14615
<http://www.wikidata.org/entity/Q1238720>,5_more_10s,7
<http://www.wikidata.org/entity/Q187685>,3_100ms_to_1s,1576
<http://www.wikidata.org/entity/Q5>,5_more_10s,307779
<http://www.wikidata.org/entity/Q7604686>,5_more_10s,1
<http://www.wikidata.org/entity/Q67015940>,4_1s_to_10s,10
<http://www.wikidata.org/entity/Q6881511>,3_100ms_to_1s,352330
<http://www.wikidata.org/entity/Q11060274>,2_10ms_to_100ms,27839
<http://www.wikidata.org/entity/Q47461344>,5_more_10s,2913
<http://www.wikidata.org/entity/Q104093746>,4_1s_to_10s,3456
<http://www.wikidata.org/entity/Q24862>,5_more_10s,224
<http://www.wikidata.org/entity/Q1516079>,4_1s_to_10s,3748
<http://www.wikidata.org/entity/Q737498>,4_1s_to_10s,1985
<http://www.wikidata.org/entity/Q16560>,5_more_10s,139
<http://www.wikidata.org/entity/Q26887310>,1_less_10ms,90
<http://www.wikidata.org/entity/Q16510064>,2_10ms_to_100ms,44825
<http://www.wikidata.org/entity/Q23397>,4_1s_to_10s,14628
<http://www.wikidata.org/entity/Q104093746>,3_100ms_to_1s,1948
<http://www.wikidata.org/entity/Q358>,5_more_10s,84
<http://www.wikidata.org/entity/Q1520033>,5_more_10s,481
<http://www.wikidata.org/entity/Q452237>,3_100ms_to_1s,389
<http://www.wikidata.org/entity/Q7725634>,5_more_10s,881
<http://www.wikidata.org/entity/Q10429085>,2_10ms_to_100ms,50
<http://www.wikidata.org/entity/Q6453643>,2_10ms_to_100ms,21
<http://www.wikidata.org/entity/Q852190>,1_less_10ms,144
<http://www.wikidata.org/entity/Q107102664>,2_10ms_to_100ms,278
<http://www.wikidata.org/entity/Q159334>,5_more_10s,38
<http://www.wikidata.org/entity/Q427087>,1_less_10ms,93
<http://www.wikidata.org/entity/Q11173>,2_10ms_to_100ms,810807
<http://www.wikidata.org/entity/Q2151232>,4_1s_to_10s,1244
<http://www.wikidata.org/entity/Q814254>,4_1s_to_10s,171
<http://www.wikidata.org/entity/Q160091>,3_100ms_to_1s,2471
<http://www.wikidata.org/entity/Q2334719>,1_less_10ms,171
<http://www.wikidata.org/entity/Q21573182>,2_10ms_to_100ms,9672
<http://www.wikidata.org/entity/Q4421>,2_10ms_to_100ms,16702
<http://www.wikidata.org/entity/Q106474968>,2_10ms_to_100ms,6896
<http://www.wikidata.org/entity/Q13100073>,3_100ms_to_1s,2348
<http://www.wikidata.org/entity/Q11753321>,3_100ms_to_1s,3687
<http://www.wikidata.org/entity/Q6453643>,4_1s_to_10s,111
<http://www.wikidata.org/entity/Q5633421>,5_more_10s,299
<http://www.wikidata.org/entity/Q21191270>,2_10ms_to_100ms,158147
<http://www.wikidata.org/entity/Q6881511>,1_less_10ms,7141
<http://www.wikidata.org/entity/Q207326>,5_more_10s,32
<http://www.wikidata.org/entity/Q5185279>,1_less_10ms,216
<http://www.wikidata.org/entity/Q50231>,4_1s_to_10s,740
<http://www.wikidata.org/entity/Q19692072>,3_100ms_to_1s,2422
<http://www.wikidata.org/entity/Q17343829>,5_more_10s,182
<http://www.wikidata.org/entity/Q4164871>,1_less_10ms,4768
<http://www.wikidata.org/entity/Q8436>,3_100ms_to_1s,13686
<http://www.wikidata.org/entity/Q100532807>,3_100ms_to_1s,103
<http://www.wikidata.org/entity/Q3508250>,3_100ms_to_1s,37682
<http://www.wikidata.org/entity/Q12308941>,4_1s_to_10s,2252
<http://www.wikidata.org/entity/Q2309609>,4_1s_to_10s,1424
<http://www.wikidata.org/entity/Q104093746>,5_more_10s,10
<http://www.wikidata.org/entity/Q1238720>,1_less_10ms,20
<http://www.wikidata.org/entity/Q7278>,5_more_10s,190
<http://www.wikidata.org/entity/Q86850539>,5_more_10s,2959
<http://www.wikidata.org/entity/Q11266439>,3_100ms_to_1s,90243
<http://www.wikidata.org/entity/Q13406554>,4_1s_to_10s,3613
<http://www.wikidata.org/entity/Q34442>,2_10ms_to_100ms,146771
<http://www.wikidata.org/entity/Q61443690>,1_less_10ms,157
<http://www.wikidata.org/entity/Q61089180>,3_100ms_to_1s,5296
<http://www.wikidata.org/entity/Q1134686>,2_10ms_to_100ms,16119
<http://www.wikidata.org/entity/Q482>,2_10ms_to_100ms,1665
<http://www.wikidata.org/entity/Q13417114>,3_100ms_to_1s,11577
<http://www.wikidata.org/entity/Q2334719>,2_10ms_to_100ms,26985
<http://www.wikidata.org/entity/Q86850539>,4_1s_to_10s,15245
<http://www.wikidata.org/entity/Q4421>,5_more_10s,44
<http://www.wikidata.org/entity/Q31855>,3_100ms_to_1s,59116
<http://www.wikidata.org/entity/Q47521>,1_less_10ms,318
<http://www.wikidata.org/entity/Q1266946>,5_more_10s,47
<http://www.wikidata.org/entity/Q43229>,3_100ms_to_1s,255277
<http://www.wikidata.org/entity/Q93184>,4_1s_to_10s,715
<http://www.wikidata.org/entity/Q39816>,5_more_10s,36
<http://www.wikidata.org/entity/Q96739634>,1_less_10ms,10
<http://www.wikidata.org/entity/Q5398426>,2_10ms_to_100ms,755025
<http://www.wikidata.org/entity/Q728937>,4_1s_to_10s,3518
<http://www.wikidata.org/entity/Q44613>,1_less_10ms,416
<http://www.wikidata.org/entity/Q486972>,3_100ms_to_1s,273958
<http://www.wikidata.org/entity/Q30198>,2_10ms_to_100ms,2264
<http://www.wikidata.org/entity/Q1516079>,3_100ms_to_1s,4279
<http://www.wikidata.org/entity/Q96739634>,5_more_10s,2
<http://www.wikidata.org/entity/Q482994>,4_1s_to_10s,13361
<http://www.wikidata.org/entity/Q192287>,2_10ms_to_100ms,19844
<http://www.wikidata.org/entity/Q176799>,5_more_10s,15
<http://www.wikidata.org/entity/Q16521>,2_10ms_to_100ms,54295529
<http://www.wikidata.org/entity/Q192287>,1_less_10ms,339
<http://www.wikidata.org/entity/Q65954115>,1_less_10ms,5
<http://www.wikidata.org/entity/Q14350>,1_less_10ms,636
<http://www.wikidata.org/entity/Q1266946>,3_100ms_to_1s,344
<http://www.wikidata.org/entity/Q23894233>,4_1s_to_10s,119
<http://www.wikidata.org/entity/Q7889>,1_less_10ms,19665
<http://www.wikidata.org/entity/Q15243209>,1_less_10ms,512
<http://www.wikidata.org/entity/Q24529780>,3_100ms_to_1s,1948
<http://www.wikidata.org/entity/Q11032>,3_100ms_to_1s,90716
<http://www.wikidata.org/entity/Q15416>,5_more_10s,47223
<http://www.wikidata.org/entity/Q12323>,1_less_10ms,239
<http://www.wikidata.org/entity/Q40080>,5_more_10s,39
<http://www.wikidata.org/entity/Q19860854>,2_10ms_to_100ms,25340
<http://www.wikidata.org/entity/Q134556>,5_more_10s,345
<http://www.wikidata.org/entity/Q124714>,1_less_10ms,107
<http://www.wikidata.org/entity/Q46686>,5_more_10s,6
<http://www.wikidata.org/entity/Q22698>,3_100ms_to_1s,25320
<http://www.wikidata.org/entity/Q15184295>,5_more_10s,6
<http://www.wikidata.org/entity/Q46135307>,2_10ms_to_100ms,48383
<http://www.wikidata.org/entity/Q235557>,1_less_10ms,258
<http://www.wikidata.org/entity/Q773668>,5_more_10s,57
<http://www.wikidata.org/entity/Q46831>,5_more_10s,134
<http://www.wikidata.org/entity/Q15773317>,4_1s_to_10s,7468
<http://www.wikidata.org/entity/Q728937>,3_100ms_to_1s,11931
<http://www.wikidata.org/entity/Q49008>,4_1s_to_10s,280
<http://www.wikidata.org/entity/Q1505023>,4_1s_to_10s,51
<http://www.wikidata.org/entity/Q4414033>,5_more_10s,5
<http://www.wikidata.org/entity/Q187223>,5_more_10s,23
<http://www.wikidata.org/entity/Q482994>,2_10ms_to_100ms,653589
<http://www.wikidata.org/entity/Q852190>,2_10ms_to_100ms,8859
<http://www.wikidata.org/entity/Q5185279>,5_more_10s,223
<http://www.wikidata.org/entity/Q23058136>,2_10ms_to_100ms,3115
<http://www.wikidata.org/entity/Q18663566>,1_less_10ms,163
<http://www.wikidata.org/entity/Q26211545>,2_10ms_to_100ms,113998
<http://www.wikidata.org/entity/Q17343829>,3_100ms_to_1s,30818
<http://www.wikidata.org/entity/Q39594>,3_100ms_to_1s,18190
<http://www.wikidata.org/entity/Q59541917>,5_more_10s,16
<http://www.wikidata.org/entity/Q1002697>,2_10ms_to_100ms,41278
<http://www.wikidata.org/entity/Q16510064>,1_less_10ms,127
<http://www.wikidata.org/entity/Q585956>,3_100ms_to_1s,1657
<http://www.wikidata.org/entity/Q40080>,3_100ms_to_1s,9476
<http://www.wikidata.org/entity/Q16887380>,5_more_10s,97
<http://www.wikidata.org/entity/Q11753321>,5_more_10s,11
<http://www.wikidata.org/entity/Q46190676>,3_100ms_to_1s,3108
<http://www.wikidata.org/entity/Q5358913>,2_10ms_to_100ms,1983
<http://www.wikidata.org/entity/Q61089180>,4_1s_to_10s,8444
<http://www.wikidata.org/entity/Q1248784>,5_more_10s,353
<http://www.wikidata.org/entity/Q27686>,5_more_10s,508
<http://www.wikidata.org/entity/Q7604686>,3_100ms_to_1s,135
<http://www.wikidata.org/entity/Q7075>,5_more_10s,488
<http://www.wikidata.org/entity/Q9826>,1_less_10ms,1579
<http://www.wikidata.org/entity/Q189004>,4_1s_to_10s,7406
<http://www.wikidata.org/entity/Q1580166>,2_10ms_to_100ms,816
<http://www.wikidata.org/entity/Q26703203>,1_less_10ms,4
<http://www.wikidata.org/entity/Q1134686>,5_more_10s,42
<http://www.wikidata.org/entity/Q7187>,2_10ms_to_100ms,456246
<http://www.wikidata.org/entity/Q81505329>,2_10ms_to_100ms,3050
<http://www.wikidata.org/entity/Q5633421>,4_1s_to_10s,3323
<http://www.wikidata.org/entity/Q22698>,4_1s_to_10s,11992
<http://www.wikidata.org/entity/Q13417114>,1_less_10ms,351
<http://www.wikidata.org/entity/Q1302249>,1_less_10ms,21
<http://www.wikidata.org/entity/Q532>,1_less_10ms,6018
<http://www.wikidata.org/entity/Q131681>,4_1s_to_10s,11640
<http://www.wikidata.org/entity/Q59541917>,3_100ms_to_1s,1419
<http://www.wikidata.org/entity/Q2151232>,1_less_10ms,138
